Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
18,No,Travel_Rarely,1291,Research & Development,7,4,Technical Degree,1,354,3,Male,40,4,2,Research Director,3,Married,10638,7581,9,Y,No,18,3,3,80,3,0,0,1,0,0,0,0
40,No,Travel_Rarely,1039,Research & Development,16,4,Medical,1,355,1,Female,63,2,1,Healthcare Representative,3,Single,5816,23127,3,Y,No,11,3,4,80,0,5,2,4,1,0,0,1
42,No,Non-Travel,104,Research & Development,14,3,Marketing,1,356,4,Female,66,4,3,Research Director,1,Married,10750,12039,2,Y,No,18,3,1,80,0,8,0,3,7,0,0,2
43,No,Travel_Frequently,471,Sales,9,4,Human Resources,1,357,1,Female,96,1,1,Sales Executive,1,Married,6663,9643,5,Y,No,13,4,3,80,1,8,4,4,3,1,3,0
30,No,Travel_Rarely,510,Research & Development,19,3,Marketing,1,358,2,Male,32,2,2,Research Scientist,4,Married,6744,9264,3,Y,No,22,3,3,80,1,4,1,1,2,1,1,0
37,No,Travel_Rarely,532,Research & Development,22,3,Human Resources,1,359,3,Male,59,2,4,Manager,3,Married,10654,19616,9,Y,Yes,14,3,2,80,0,12,0,4,0,0,0,0
46,Yes,Travel_Rarely,1474,Sales,11,4,Marketing,1,360,4,Male,67,1,1,Manager,1,Married,7151,18834,8,Y,Yes,20,3,1,80,1,5,5,4,5,5,3,1
53,Yes,Travel_Rarely,681,Research & Development,25,3,Other,1,361,1,Female,66,2,1,Laboratory Technician,1,Divorced,4821,4435,0,Y,Yes,19,3,2,80,1,0,4,2,0,0,0,0
25,No,Travel_Rarely,1002,Research & Development,5,4,Medical,1,362,2,Female,89,3,3,Research Scientist,3,Married,10659,5282,5,Y,No,12,4,2,80,1,7,3,2,5,2,4,2
42,No,Travel_Rarely,1024,Research & Development,25,3,Life Sciences,1,363,1,Male,68,4,1,Manufacturing Director,2,Married,5501,20224,8,Y,Yes,16,3,1,80,0,4,3,3,4,0,4,3
19,Yes,Travel_Rarely,172,Sales,15,4,Medical,1,364,4,Female,36,4,2,Sales Representative,1,Divorced,9333,9973,2,Y,Yes,23,3,2,80,0,1,4,4,0,0,0,0
48,No,Travel_Rarely,1355,Research & Development,22,1,Marketing,1,365,1,Male,83,4,2,Research Director,4,Married,9216,6046,0,Y,No,20,3,3,80,1,1,4,3,1,0,1,0
33,No,Travel_Rarely,443,Research & Development,17,2,Medical,1,366,1,Male,66,1,2,Laboratory Technician,2,Divorced,7783,18305,5,Y,Yes,16,4,4,80,1,7,5,1,1,1,1,0
40,No,Travel_Rarely,649,Sales,21,3,Medical,1,367,2,Female,94,1,1,Sales Representative,4,Single,3429,2225,3,Y,Yes,20,4,4,80,0,0,5,4,0,0,0,0
22,Yes,Travel_Rarely,1468,Research & Development,1,3,Other,1,368,3,Male,45,2,5,Healthcare Representative,4,Married,16567,23893,3,Y,Yes,25,3,4,80,0,4,4,3,1,1,1,1
22,Yes,Travel_Rarely,310,Sales,27,3,Human Resources,1,369,2,Male,90,4,2,Manager,2,Single,7555,13953,9,Y,No,23,4,4,80,0,4,5,2,0,0,0,0
30,No,Travel_Rarely,1080,Research & Development,13,1,Technical Degree,1,370,4,Female,65,4,4,Laboratory Technician,4,Divorced,15419,11789,6,Y,No,17,4,4,80,1,12,1,2,4,3,0,2
40,No,Travel_Frequently,849,Sales,3,1,Life Sciences,1,371,3,Male,62,2,1,Sales Executive,2,Married,4190,8647,9,Y,No,14,4,4,80,1,6,6,2,6,5,4,1
19,No,Travel_Rarely,887,Research & Development,10,4,Life Sciences,1,372,3,Male,59,2,1,Manufacturing Director,2,Married,4945,25282,9,Y,No,18,3,3,80,0,1,0,1,1,1,0,0
51,No,Travel_Frequently,707,Research & Development,26,1,Technical Degree,1,373,3,Male,76,4,2,Research Director,2,Married,9144,19616,8,Y,No,23,3,1,80,0,6,2,1,1,0,1,0
34,No,Travel_Rarely,476,Research & Development,11,4,Medical,1,374,1,Male,64,2,4,Manager,3,Married,15717,19870,6,Y,No,23,3,1,80,1,15,0,3,4,0,2,0
27,No,Travel_Rarely,1255,Sales,3,4,Medical,1,375,2,Female,76,1,1,Sales Representative,2,Divorced,6654,8857,6,Y,No,14,3,2,80,0,0,4,1,0,0,0,0
31,No,Travel_Rarely,518,Sales,15,2,Other,1,376,3,Female,36,2,2,Sales Executive,1,Married,9900,5538,3,Y,No,14,4,4,80,1,5,4,4,1,1,1,1
29,No,Travel_Rarely,479,Research & Development,17,2,Life Sciences,1,377,2,Male,86,4,2,Manager,4,Married,7758,3655,5,Y,Yes,22,3,4,80,0,4,2,2,4,2,3,3
54,No,Travel_Rarely,735,Research & Development,8,1,Marketing,1,378,2,Female,73,4,3,Manager,4,Married,9902,25072,3,Y,No,16,3,4,80,0,14,5,4,10,9,7,3
26,Yes,Travel_Rarely,969,Human Resources,15,5,Life Sciences,1,379,2,Male,66,3,3,Manager,3,Divorced,10543,8665,8,Y,Yes,20,3,4,80,2,8,3,4,6,3,3,6
53,No,Travel_Rarely,1096,Sales,13,1,Technical Degree,1,380,4,Female,36,4,2,Sales Executive,2,Single,7592,25879,3,Y,Yes,12,3,3,80,0,5,5,1,5,2,1,2
59,No,Travel_Rarely,1403,Sales,4,3,Medical,1,381,3,Female,42,1,2,Manager,4,Married,8830,20334,6,Y,No,19,4,2,80,0,9,2,2,0,0,0,0
59,No,Travel_Rarely,1030,Research & Development,25,4,Marketing,1,382,2,Female,35,3,1,Manager,4,Single,7087,8481,9,Y,No,24,4,3,80,0,4,5,1,3,1,0,3
30,No,Travel_Rarely,1156,Research & Development,2,2,Other,1,383,4,Male,68,3,3,Research Director,1,Single,12012,22636,6,Y,No,23,3,4,80,0,12,1,1,12,2,9,4
33,No,Travel_Rarely,565,Research & Development,13,2,Life Sciences,1,384,1,Female,67,1,2,Laboratory Technician,4,Divorced,8355,22005,2,Y,No,24,3,1,80,0,8,5,3,3,2,1,0
32,No,Travel_Frequently,1405,Sales,25,3,Human Resources,1,385,2,Male,42,3,5,Sales Executive,3,Single,16219,10597,4,Y,No,14,3,2,80,2,14,1,4,8,6,8,0
43,Yes,Travel_Frequently,1043,Research & Development,26,3,Marketing,1,386,2,Male,98,3,5,Manager,1,Married,17804,4767,9,Y,No,21,3,3,80,3,19,6,1,1,1,1,0
51,Yes,Non-Travel,130,Research & Development,24,3,Technical Degree,1,387,4,Male,99,4,3,Healthcare Representative,3,Divorced,9126,16297,0,Y,No,11,4,2,80,2,12,1,2,6,3,2,3
57,Yes,Travel_Rarely,1235,Research & Development,27,4,Marketing,1,388,3,Female,39,2,1,Research Director,3,Married,6727,15815,7,Y,No,17,4,4,80,1,8,6,1,3,1,2,1
30,Yes,Travel_Rarely,429,Research & Development,27,1,Life Sciences,1,389,4,Female,72,1,1,Research Scientist,2,Married,5418,22248,7,Y,No,23,3,3,80,0,5,2,4,5,0,1,3
30,No,Travel_Rarely,248,Human Resources,26,3,Medical,1,390,1,Male,74,4,1,Manager,2,Divorced,4067,25810,9,Y,Yes,16,3,2,80,0,4,5,2,4,3,2,4
53,No,Travel_Rarely,979,Sales,28,4,Life Sciences,1,391,3,Female,81,3,2,Manager,4,Married,7843,19598,9,Y,No,25,3,1,80,0,11,3,3,1,0,0,1
51,Yes,Travel_Rarely,565,Sales,23,3,Technical Degree,1,392,1,Male,68,3,1,Manager,3,Married,4703,13157,7,Y,Yes,12,3,2,80,0,3,0,2,3,0,3,0
58,No,Travel_Rarely,396,Research & Development,14,3,Technical Degree,1,393,4,Male,44,4,2,Laboratory Technician,3,Single,8393,12386,5,Y,No,14,3,4,80,1,9,4,3,6,3,6,2
33,No,Travel_Rarely,538,Sales,12,4,Medical,1,394,3,Male,44,2,2,Sales Representative,4,Single,7134,15071,6,Y,No,20,3,3,80,1,0,1,3,0,0,0,0
34,No,Travel_Rarely,1224,Research & Development,25,4,Technical Degree,1,395,1,Male,80,2,1,Laboratory Technician,1,Married,5487,26007,4,Y,No,14,3,1,80,1,4,6,1,4,1,1,2
38,No,Travel_Rarely,470,Research & Development,13,4,Other,1,396,2,Male,79,1,1,Research Director,3,Divorced,4548,26650,0,Y,No,22,3,4,80,1,6,4,2,6,6,4,3
52,Yes,Travel_Frequently,1094,Research & Development,25,3,Life Sciences,1,397,3,Female,53,4,2,Manufacturing Director,3,Married,7228,7513,9,Y,No,12,3,4,80,1,4,6,2,4,4,0,3
28,No,Travel_Rarely,576,Research & Development,1,3,Human Resources,1,398,3,Male,78,4,4,Manager,2,Single,14013,26391,4,Y,No,11,4,2,80,1,10,1,3,6,5,3,0
34,No,Non-Travel,372,Human Resources,23,4,Other,1,399,4,Female,40,2,2,Human Resources,2,Married,8834,11077,2,Y,No,24,3,2,80,0,9,4,2,6,3,1,1
48,No,Non-Travel,460,Research & Development,16,2,Human Resources,1,400,1,Female,94,4,2,Laboratory Technician,1,Single,9473,15821,8,Y,Yes,25,3,4,80,2,4,5,4,1,1,0,0
41,No,Travel_Rarely,981,Research & Development,6,4,Other,1,401,4,Male,97,3,3,Research Director,4,Single,11344,11502,6,Y,No,14,3,3,80,1,11,0,2,8,2,0,4
22,No,Travel_Rarely,912,Research & Development,24,3,Other,1,402,3,Female,76,3,1,Manufacturing Director,3,Married,3388,18576,1,Y,No,23,3,4,80,1,1,3,4,0,0,0,0
27,Yes,Non-Travel,325,Sales,21,2,Other,1,403,1,Male,67,4,4,Manager,1,Divorced,16717,20569,8,Y,No,18,4,3,80,0,9,1,4,5,3,3,3
40,No,Travel_Rarely,1163,Research & Development,13,4,Technical Degree,1,404,1,Male,88,4,3,Laboratory Technician,1,Single,10792,17496,6,Y,No,12,4,4,80,2,11,3,4,0,0,0,0
31,Yes,Travel_Rarely,188,Research & Development,11,2,Medical,1,405,4,Male,80,1,2,Research Scientist,3,Divorced,7452,6298,6,Y,Yes,19,4,2,80,1,5,1,4,3,3,0,0
46,No,Travel_Rarely,257,Sales,9,3,Human Resources,1,406,4,Male,48,4,4,Sales Representative,3,Single,14092,4573,3,Y,No,19,3,3,80,1,12,6,2,4,1,2,4
22,Yes,Travel_Rarely,856,Research & Development,13,4,Medical,1,407,2,Male,83,2,1,Manufacturing Director,2,Divorced,6173,20070,8,Y,Yes,17,3,3,80,1,0,4,3,0,0,0,0
33,No,Travel_Frequently,1224,Research & Development,9,2,Human Resources,1,408,3,Male,32,1,2,Research Director,3,Single,8150,7403,4,Y,No,24,3,1,80,0,8,3,1,8,0,1,7
46,No,Travel_Rarely,1497,Research & Development,23,1,Life Sciences,1,409,1,Male,48,2,3,Laboratory Technician,4,Married,11743,24427,6,Y,No,21,3,3,80,1,11,3,4,8,2,1,3
51,Yes,Travel_Rarely,656,Research & Development,6,1,Medical,1,410,2,Male,75,1,2,Manager,1,Married,6702,8321,0,Y,Yes,22,3,3,80,2,4,1,1,2,0,0,0
54,No,Non-Travel,133,Research & Development,6,4,Other,1,411,4,Male,72,1,2,Research Director,3,Single,9269,20394,5,Y,Yes,25,3,2,80,2,4,4,3,0,0,0,0
44,Yes,Travel_Frequently,1437,Research & Development,4,3,Technical Degree,1,412,4,Female,75,2,1,Manufacturing Director,4,Married,6012,20956,4,Y,Yes,15,3,2,80,0,0,3,1,0,0,0,0
44,No,Travel_Rarely,1236,Research & Development,8,3,Life Sciences,1,413,1,Female,81,2,2,Manager,4,Married,5656,9961,3,Y,No,25,3,2,80,0,1,4,4,1,0,1,0
27,No,Travel_Frequently,1406,Research & Development,24,3,Medical,1,414,2,Female,88,2,1,Laboratory Technician,1,Married,5411,13242,6,Y,Yes,18,3,2,80,2,4,5,3,2,2,1,2
35,Yes,Travel_Rarely,467,Research & Development,14,2,Marketing,1,415,4,Male,63,1,1,Research Scientist,3,Divorced,5090,24336,0,Y,Yes,18,3,2,80,1,4,2,1,0,0,0,0
42,No,Travel_Rarely,1495,Research & Development,14,2,Medical,1,416,2,Female,86,2,1,Laboratory Technician,1,Single,5511,8160,7,Y,No,21,4,4,80,0,4,4,1,4,2,0,3
37,No,Travel_Rarely,1398,Research & Development,12,3,Other,1,417,4,Male,75,4,1,Manufacturing Director,3,Married,4675,22786,4,Y,No,19,3,4,80,1,7,0,1,5,0,1,2
18,No,Travel_Rarely,571,Research & Development,5,5,Other,1,418,1,Male,71,4,1,Research Scientist,3,Divorced,7057,10791,8,Y,No,14,3,3,80,1,0,5,3,0,0,0,0
22,No,Travel_Rarely,409,Research & Development,7,3,Other,1,419,4,Female,34,1,2,Research Scientist,2,Married,9394,24504,9,Y,No,19,3,3,80,0,4,4,1,0,0,0,0
49,No,Travel_Rarely,599,Research & Development,4,3,Medical,1,420,2,Female,75,4,2,Manufacturing Director,3,Married,8049,14909,8,Y,No,25,3,3,80,2,7,4,4,2,0,0,1
57,No,Travel_Rarely,180,Research & Development,16,2,Technical Degree,1,421,3,Male,48,2,1,Laboratory Technician,3,Divorced,2974,3395,1,Y,No,18,4,1,80,0,3,0,2,1,1,1,0
35,No,Travel_Rarely,1273,Research & Development,18,3,Medical,1,422,4,Male,73,1,4,Research Scientist,3,Married,13632,24160,2,Y,No,18,3,4,80,0,8,4,3,8,3,0,3
47,No,Travel_Rarely,1058,Sales,17,3,Life Sciences,1,423,2,Female,84,2,3,Sales Executive,4,Divorced,11949,22074,7,Y,No,19,4,3,80,0,16,2,3,1,0,1,1
27,Yes,Travel_Rarely,1345,Sales,18,4,Other,1,424,3,Male,65,4,1,Sales Representative,4,Married,4892,6605,9,Y,Yes,15,3,2,80,0,0,6,1,0,0,0,0
19,No,Non-Travel,579,Research & Development,28,2,Marketing,1,425,2,Female,61,4,1,Research Scientist,4,Single,5421,15079,1,Y,No,24,3,2,80,1,0,1,1,0,0,0,0
39,No,Non-Travel,1194,Sales,14,1,Medical,1,426,3,Male,99,4,1,Sales Executive,4,Single,6238,12082,2,Y,No,21,3,4,80,2,8,3,4,4,4,0,2
32,No,Travel_Rarely,1372,Research & Development,10,4,Life Sciences,1,427,3,Male,58,3,1,Manufacturing Director,3,Divorced,6261,7725,9,Y,No,23,3,3,80,2,5,6,3,1,1,0,0
20,No,Travel_Rarely,665,Sales,7,3,Other,1,428,3,Male,92,3,2,Sales Executive,4,Married,9617,7402,7,Y,No,19,3,2,80,1,2,0,1,1,1,1,1
32,Yes,Travel_Frequently,599,Sales,18,3,Human Resources,1,429,4,Male,54,2,2,Sales Executive,3,Married,7757,26722,4,Y,Yes,17,3,2,80,0,2,0,2,1,1,0,1
19,Yes,Travel_Rarely,1106,Sales,7,3,Life Sciences,1,430,2,Male,36,3,1,Manager,1,Single,7573,20374,2,Y,No,25,4,3,80,3,0,5,3,0,0,0,0
21,Yes,Travel_Frequently,501,Research & Development,3,3,Other,1,431,3,Male,50,3,1,Manager,1,Divorced,7301,26524,2,Y,Yes,15,3,4,80,0,3,2,3,2,1,2,2
26,No,Travel_Frequently,1180,Research & Development,3,4,Marketing,1,432,2,Male,78,2,2,Manager,2,Married,9567,23702,2,Y,No,16,3,3,80,2,3,4,2,0,0,0,0
36,No,Non-Travel,445,Sales,4,2,Human Resources,1,433,1,Female,84,4,3,Manager,4,Single,10501,18297,9,Y,No,24,3,2,80,1,13,4,3,0,0,0,0
33,No,Travel_Frequently,1323,Research & Development,7,4,Human Resources,1,434,2,Female,76,4,1,Manager,2,Single,4325,12049,4,Y,No,21,4,1,80,1,6,6,4,0,0,0,0
30,Yes,Non-Travel,1314,Research & Development,27,1,Other,1,435,4,Female,79,1,5,Healthcare Representative,1,Married,17923,23975,9,Y,No,17,4,2,80,1,12,6,3,0,0,0,0
25,Yes,Travel_Rarely,1088,Research & Development,1,4,Life Sciences,1,436,3,Female,67,3,2,Research Director,1,Single,9869,10914,4,Y,No,21,3,2,80,0,7,5,1,1,1,0,0
34,Yes,Non-Travel,1138,Research & Development,25,1,Marketing,1,437,4,Female,45,2,2,Research Scientist,1,Married,7147,8692,6,Y,No,17,3,3,80,0,4,6,3,1,1,1,1
24,No,Travel_Rarely,1262,Sales,29,5,Other,1,438,4,Female,36,2,1,Manager,4,Single,7915,11374,1,Y,No,14,4,2,80,0,1,1,2,1,1,0,0
31,No,Travel_Rarely,334,Research & Development,23,4,Human Resources,1,439,4,Male,63,3,5,Manufacturing Director,4,Divorced,15813,7456,6,Y,No,21,3,3,80,1,13,5,1,3,2,0,0
18,No,Travel_Frequently,1434,Sales,26,2,Medical,1,440,4,Male,90,3,2,Manager,2,Divorced,7204,15715,4,Y,No,11,4,2,80,0,0,6,2,0,0,0,0
40,Yes,Travel_Frequently,833,Research & Development,18,3,Medical,1,441,4,Male,41,3,4,Healthcare Representative,3,Divorced,14342,12801,0,Y,Yes,24,3,2,80,2,11,3,2,0,0,0,0
19,No,Travel_Rarely,956,Sales,24,4,Life Sciences,1,442,1,Male,49,1,5,Sales Representative,4,Married,18492,22954,7,Y,No,19,3,3,80,1,1,1,4,1,1,0,1
53,No,Travel_Rarely,409,Research & Development,20,4,Life Sciences,1,443,2,Female,35,2,3,Manufacturing Director,2,Married,10667,12207,6,Y,No,18,3,1,80,1,11,2,4,3,1,1,3
37,No,Non-Travel,943,Sales,16,3,Medical,1,444,4,Female,61,1,2,Sales Executive,2,Single,8238,21636,6,Y,No,19,3,1,80,1,2,5,4,2,1,0,2
51,Yes,Travel_Rarely,978,Sales,28,3,Life Sciences,1,445,2,Male,57,1,2,Sales Representative,3,Single,9147,4755,0,Y,Yes,25,3,4,80,0,5,5,1,5,2,4,1
21,Yes,Travel_Rarely,756,Sales,26,4,Human Resources,1,446,1,Male,65,3,3,Manager,1,Married,13842,18780,5,Y,Yes,16,3,4,80,0,3,5,1,1,1,0,1
56,No,Non-Travel,528,Sales,20,3,Human Resources,1,447,2,Female,85,3,3,Sales Executive,4,Single,11224,4645,0,Y,No,11,3,4,80,0,12,5,3,6,4,2,2
49,No,Travel_Rarely,883,Research & Development,25,3,Medical,1,448,4,Male,84,2,2,Laboratory Technician,3,Married,8994,17846,4,Y,No,12,3,3,80,1,0,6,2,0,0,0,0
36,Yes,Travel_Rarely,475,Research & Development,3,2,Medical,1,449,1,Male,43,3,3,Research Scientist,4,Single,13534,15312,9,Y,No,24,4,2,80,2,10,6,3,9,1,9,5
31,No,Travel_Rarely,370,Research & Development,22,3,Human Resources,1,450,4,Male,56,1,3,Laboratory Technician,3,Divorced,10081,13430,4,Y,Yes,13,4,2,80,0,10,5,1,1,1,1,1
45,No,Non-Travel,237,Research & Development,18,1,Other,1,451,4,Male,99,3,1,Manager,3,Single,6350,5867,8,Y,No,16,3,4,80,1,7,0,4,1,0,0,1
57,No,Travel_Rarely,929,Sales,4,1,Medical,1,452,1,Male,60,2,2,Sales Representative,4,Married,9369,23401,9,Y,No,19,3,2,80,1,7,1,3,0,0,0,0
34,Yes,Travel_Rarely,459,Research & Development,25,2,Life Sciences,1,453,1,Female,73,2,1,Healthcare Representative,4,Single,6598,15430,8,Y,Yes,17,3,2,80,1,10,0,2,1,1,0,1
29,No,Travel_Rarely,391,Sales,20,2,Marketing,1,454,3,Female,46,3,2,Sales Executive,3,Divorced,8644,25801,1,Y,No,21,3,1,80,0,7,0,2,1,1,0,0
46,Yes,Travel_Frequently,1458,Sales,10,4,Technical Degree,1,455,4,Female,58,1,3,Sales Representative,2,Single,9431,10822,7,Y,Yes,23,3,2,80,1,11,3,3,2,2,2,2
55,No,Travel_Rarely,1490,Research & Development,7,1,Medical,1,456,4,Female,52,4,3,Research Scientist,3,Divorced,10388,8600,2,Y,No,18,3,3,80,1,12,2,1,6,5,6,3
32,Yes,Travel_Frequently,1233,Sales,16,5,Medical,1,457,3,Female,62,3,1,Manager,4,Married,5354,13249,8,Y,Yes,23,3,1,80,0,0,5,2,0,0,0,0
20,Yes,Travel_Rarely,403,Research & Development,4,3,Human Resources,1,458,1,Male,73,4,2,Manufacturing Director,1,Married,8814,25565,3,Y,No,18,3,3,80,1,2,0,2,2,2,2,0
55,No,Travel_Rarely,1101,Sales,8,4,Medical,1,459,3,Male,37,3,2,Sales Executive,2,Divorced,9335,16503,0,Y,No,16,3,3,80,1,9,6,2,0,0,0,0
52,No,Non-Travel,1385,Sales,26,3,Human Resources,1,460,4,Female,52,2,2,Manager,3,Divorced,7795,19786,1,Y,No,15,3,2,80,1,9,2,1,4,2,2,4
57,No,Travel_Rarely,924,Research & Development,2,4,Life Sciences,1,461,1,Male,38,2,1,Laboratory Technician,4,Single,5447,23358,4,Y,No,22,3,1,80,0,2,3,1,2,2,0,0
28,No,Travel_Rarely,369,Research & Development,19,3,Marketing,1,462,3,Male,63,4,1,Laboratory Technician,4,Divorced,7100,6443,5,Y,No,17,3,1,80,0,2,3,2,2,0,0,0
59,No,Travel_Frequently,738,Sales,3,3,Medical,1,463,1,Male,81,4,2,Sales Executive,1,Married,10181,10177,6,Y,No,19,3,4,80,0,5,5,4,5,5,1,1
39,No,Travel_Rarely,1455,Research & Development,3,4,Medical,1,464,4,Female,78,1,2,Research Director,2,Single,8042,5022,1,Y,Yes,12,4,3,80,0,9,3,2,2,2,0,0
19,No,Travel_Rarely,626,Research & Development,23,2,Human Resources,1,465,4,Male,36,4,2,Research Scientist,3,Divorced,6697,10803,7,Y,Yes,17,3,2,80,2,1,0,3,1,0,0,1
56,Yes,Travel_Rarely,951,Research & Development,15,1,Life Sciences,1,466,2,Female,45,4,1,Healthcare Representative,2,Married,6324,24236,4,Y,Yes,23,3,4,80,1,2,2,1,1,1,1,0
49,No,Travel_Rarely,656,Research & Development,12,4,Life Sciences,1,467,3,Male,32,3,1,Laboratory Technician,1,Married,6025,18726,9,Y,Yes,15,3,3,80,0,6,1,2,1,1,0,1
27,No,Travel_Rarely,728,Research & Development,26,3,Technical Degree,1,468,3,Female,68,2,1,Manager,2,Married,5546,11744,8,Y,Yes,13,3,3,80,2,2,5,2,2,1,1,2
30,Yes,Travel_Rarely,126,Research & Development,24,1,Medical,1,469,2,Female,40,1,2,Research Scientist,3,Married,9744,19191,0,Y,Yes,14,3,2,80,1,12,4,4,0,0,0,0
18,Yes,Travel_Rarely,345,Sales,1,2,Other,1,470,3,Male,35,2,3,Sales Representative,1,Married,11612,13378,0,Y,No,13,4,3,80,0,0,2,1,0,0,0,0
54,No,Travel_Frequently,421,Sales,10,3,Life Sciences,1,471,2,Male,78,1,1,Manager,4,Single,4808,5694,8,Y,No,16,3,1,80,0,4,6,3,4,1,2,0
44,Yes,Travel_Rarely,1444,Sales,18,4,Other,1,472,2,Male,77,2,1,Manager,2,Married,6349,12950,9,Y,No,21,4,1,80,0,7,1,1,2,0,0,0
25,No,Travel_Rarely,658,Research & Development,17,3,Human Resources,1,473,3,Male,37,1,3,Research Scientist,3,Divorced,10681,17109,0,Y,Yes,23,3,1,80,1,7,4,1,7,7,6,3
40,No,Travel_Rarely,168,Sales,26,2,Other,1,474,3,Female,46,3,2,Manager,3,Married,11005,20893,7,Y,Yes,22,3,1,80,0,6,0,4,0,0,0,0
42,No,Travel_Rarely,1320,Sales,14,1,Technical Degree,1,475,2,Male,94,1,1,Sales Executive,2,Married,4809,7022,6,Y,No,15,3,1,80,0,4,0,1,0,0,0,0
21,No,Non-Travel,172,Research & Development,3,3,Medical,1,476,3,Male,53,4,1,Manager,4,Divorced,7342,21112,7,Y,Yes,17,3,4,80,1,0,6,1,0,0,0,0
45,No,Travel_Frequently,917,Research & Development,14,2,Other,1,477,3,Male,59,3,5,Healthcare Representative,1,Married,14990,20028,5,Y,No,25,3,4,80,0,16,3,2,3,0,1,3
22,No,Travel_Rarely,1478,Research & Development,5,3,Other,1,478,4,Female,36,1,2,Healthcare Representative,3,Married,8425,17568,0,Y,No,25,3,4,80,1,4,6,3,4,0,0,0
41,No,Travel_Rarely,1005,Sales,27,3,Life Sciences,1,479,4,Male,49,1,2,Sales Executive,1,Married,8077,21033,3,Y,No,25,3,1,80,1,8,6,4,0,0,0,0
58,Yes,Non-Travel,662,Sales,21,4,Marketing,1,480,4,Male,30,4,3,Sales Executive,1,Married,11893,14190,3,Y,No,14,4,4,80,0,12,1,4,5,0,1,3
42,Yes,Travel_Rarely,113,Human Resources,5,3,Life Sciences,1,481,3,Female,76,2,2,Human Resources,2,Single,6722,14929,1,Y,No,11,3,3,80,0,5,1,4,0,0,0,0
35,Yes,Travel_Rarely,343,Research & Development,27,2,Human Resources,1,482,2,Male,91,2,2,Research Scientist,1,Divorced,9067,8303,9,Y,Yes,14,3,3,80,0,9,6,1,2,0,0,1
45,No,Travel_Rarely,443,Sales,4,3,Medical,1,483,3,Male,64,2,1,Sales Representative,2,Divorced,5293,3747,6,Y,No,16,3,2,80,0,1,2,4,1,0,1,1
37,No,Travel_Rarely,840,Research & Development,19,4,Life Sciences,1,484,2,Male,55,1,1,Healthcare Representative,4,Single,7501,21990,4,Y,No,12,3,3,80,1,2,5,1,0,0,0,0
37,No,Travel_Rarely,350,Research & Development,11,4,Technical Degree,1,485,3,Female,82,3,2,Manager,2,Married,8738,25620,6,Y,No,15,3,4,80,3,6,6,4,0,0,0,0
31,No,Travel_Rarely,1308,Research & Development,21,3,Other,1,486,3,Female,88,3,2,Research Scientist,2,Married,8431,19634,5,Y,Yes,16,3,4,80,0,5,5,1,4,3,1,0
46,No,Travel_Rarely,1064,Research & Development,9,4,Technical Degree,1,487,1,Male,57,3,1,Research Director,3,Married,7129,19899,3,Y,No,24,4,2,80,0,9,0,1,5,2,2,4
31,Yes,Travel_Rarely,792,Research & Development,9,2,Human Resources,1,488,3,Female,71,1,1,Manager,1,Divorced,7088,13866,9,Y,No,12,3,2,80,1,2,6,3,2,2,1,2
50,Yes,Travel_Rarely,1113,Research & Development,9,3,Medical,1,489,4,Male,50,1,3,Healthcare Representative,3,Married,11017,11717,8,Y,Yes,22,4,4,80,1,12,0,1,1,1,1,0
53,No,Travel_Rarely,871,Research & Development,5,4,Life Sciences,1,490,2,Male,97,4,1,Manufacturing Director,3,Single,7930,22453,0,Y,Yes,23,3,3,80,1,4,1,2,4,2,3,2
49,No,Travel_Rarely,130,Sales,3,4,Medical,1,491,4,Male,60,1,1,Sales Representative,3,Single,7674,20175,5,Y,No,19,3,1,80,2,1,1,1,1,1,0,1
25,No,Travel_Frequently,1059,Research & Development,6,4,Human Resources,1,492,3,Female,74,4,1,Manager,1,Single,4942,19201,7,Y,No,20,3,4,80,0,7,0,2,2,2,2,1
25,No,Travel_Frequently,305,Sales,8,4,Marketing,1,493,3,Male,54,4,1,Sales Representative,3,Single,4728,24150,4,Y,Yes,14,3,4,80,2,7,0,2,6,0,3,0
20,No,Travel_Rarely,979,Research & Development,23,2,Marketing,1,494,4,Male,71,2,2,Research Director,3,Single,9173,7563,7,Y,No,18,3,2,80,0,2,3,1,2,1,1,0
50,No,Travel_Rarely,839,Research & Development,14,4,Technical Degree,1,495,2,Male,72,4,1,Research Scientist,1,Single,4320,16702,2,Y,No,23,3,2,80,0,9,2,2,3,2,3,1
59,No,Travel_Rarely,1074,Sales,20,3,Human Resources,1,496,3,Female,80,1,2,Sales Representative,4,Married,7840,26531,0,Y,No,23,3,3,80,0,12,3,1,12,2,7,6
50,No,Travel_Rarely,1131,Research & Development,24,4,Marketing,1,497,1,Male,39,3,3,Research Scientist,2,Married,10400,24483,6,Y,No,11,3,2,80,1,11,0,2,11,2,11,4
